visit_id,customer_id,date,weekday,is_weekend,arrival_hour,is_buzz_hour,party_size,duration_min,is_repeat,n_items,n_food,n_drink,food_revenue,drink_revenue,total_revenue,total_profit,drink_ratio,spend_per_head
V000221,C01104,2026-02-19,3,0,20,0,3,93,0,9,5,4,2180.0,1300.0,3480.0,1894.4,0.3736,1160.0
V000222,C00696,2026-02-19,3,0,18,0,1,40,0,1,1,0,460.0,0.0,460.0,193.2,0.0,460.0
V000223,C00953,2026-02-19,3,0,20,0,5,98,0,10,9,1,2820.0,240.0,3060.0,1721.4,0.0784,612.0
V000224,C00001,2026-02-19,3,0,18,0,2,35,1,8,8,0,3000.0,0.0,3000.0,1624.4,0.0,1500.0
V000225,C00120,2026-02-19,3,0,24,1,2,120,1,10,4,6,1780.0,1930.0,3710.0,2254.2,0.5202,1855.0
V000226,C01041,2026-02-19,3,0,19,0,3,103,0,6,3,3,1100.0,860.0,1960.0,1121.4,0.4388,653.3
V000227,C00186,2026-02-19,3,0,18,0,4,90,1,8,4,4,2460.0,1280.0,3740.0,1831.8,0.3422,935.0
V000228,C00815,2026-02-19,3,0,23,1,2,106,0,5,2,3,640.0,880.0,1520.0,916.6,0.5789,760.0
V000229,C00688,2026-02-19,3,0,19,0,2,119,0,4,3,1,1020.0,240.0,1260.0,706.6,0.1905,630.0
V000230,C00942,2026-02-20,4,1,21,1,2,66,0,5,3,2,920.0,520.0,1440.0,830.8,0.3611,720.0
V000231,C00340,2026-02-20,4,1,20,0,2,107,0,7,6,1,1520.0,260.0,1780.0,1007.6,0.1461,890.0
V000232,C00984,2026-02-20,4,1,22,1,2,98,0,5,2,3,540.0,860.0,1400.0,927.0,0.6143,700.0
V000233,C00896,2026-02-20,4,1,21,1,4,115,0,10,5,5,2080.0,1400.0,3480.0,1891.4,0.4023,870.0
V000234,C00346,2026-02-20,4,1,19,0,4,54,0,10,8,2,2740.0,560.0,3300.0,1847.6,0.1697,825.0
V000235,C00259,2026-02-20,4,1,19,0,3,61,1,9,6,3,2300.0,940.0,3240.0,1872.4,0.2901,1080.0
V000236,C01305,2026-02-20,4,1,19,0,2,93,0,8,7,1,2620.0,300.0,2920.0,1606.2,0.1027,1460.0
V000237,C00934,2026-02-20,4,1,19,0,5,66,0,9,7,2,2940.0,360.0,3300.0,1592.4,0.1091,660.0
V000238,C00399,2026-02-20,4,1,22,1,2,82,0,3,2,1,560.0,280.0,840.0,457.8,0.3333,420.0
V000239,C00823,2026-02-20,4,1,21,1,2,109,0,5,3,2,1060.0,660.0,1720.0,1066.6,0.3837,860.0
V000240,C00720,2026-02-20,4,1,18,0,5,94,0,12,9,3,2800.0,820.0,3620.0,1927.4,0.2265,724.0
V000241,C00114,2026-02-20,4,1,19,0,2,65,1,4,3,1,1120.0,300.0,1420.0,738.2,0.2113,710.0
V000242,C00942,2026-02-20,4,1,19,0,2,59,0,2,2,0,580.0,0.0,580.0,297.8,0.0,290.0
V000243,C01320,2026-02-20,4,1,19,0,2,41,0,3,2,1,600.0,300.0,900.0,528.0,0.3333,450.0
V000244,C01107,2026-02-20,4,1,23,1,2,72,0,3,3,0,1320.0,0.0,1320.0,614.4,0.0,660.0
V000245,C00354,2026-02-20,4,1,17,0,2,39,0,4,3,1,1120.0,300.0,1420.0,705.2,0.2113,710.0
V000246,C00404,2026-02-20,4,1,19,0,4,99,0,7,4,3,1340.0,980.0,2320.0,1392.2,0.4224,580.0
V000247,C00842,2026-02-20,4,1,23,1,2,123,0,7,5,2,1460.0,600.0,2060.0,1202.8,0.2913,1030.0
V000248,C00251,2026-02-20,4,1,18,0,2,58,1,7,6,1,2480.0,320.0,2800.0,1431.0,0.1143,1400.0
V000249,C00129,2026-02-21,5,1,18,0,1,45,1,3,3,0,820.0,0.0,820.0,472.6,0.0,820.0
V000250,C00049,2026-02-21,5,1,20,0,3,83,1,6,4,2,2020.0,520.0,2540.0,1236.4,0.2047,846.7
V000251,C00831,2026-02-21,5,1,23,1,2,85,0,2,2,0,740.0,0.0,740.0,351.6,0.0,370.0
V000252,C00667,2026-02-21,5,1,19,0,4,102,0,16,11,5,3480.0,1340.0,4820.0,2729.4,0.278,1205.0
V000253,C00840,2026-02-21,5,1,18,0,3,43,0,7,6,1,2720.0,350.0,3070.0,1521.8,0.114,1023.3
V000254,C00804,2026-02-21,5,1,18,0,5,125,0,13,7,6,2440.0,1820.0,4260.0,2299.0,0.4272,852.0
V000255,C01094,2026-02-21,5,1,18,0,4,135,0,18,11,7,3960.0,2120.0,6080.0,3470.4,0.3487,1520.0
V000256,C00051,2026-02-21,5,1,19,0,4,113,1,12,8,4,3060.0,1280.0,4340.0,2428.2,0.2949,1085.0
V000257,C00593,2026-02-21,5,1,22,1,2,80,0,4,3,1,1380.0,260.0,1640.0,802.4,0.1585,820.0
V000258,C00967,2026-02-21,5,1,24,1,3,136,0,13,5,8,1800.0,2400.0,4200.0,2501.4,0.5714,1400.0
V000259,C00185,2026-02-21,5,1,18,0,2,101,1,3,3,0,1240.0,0.0,1240.0,606.2,0.0,620.0
V000260,C00170,2026-02-21,5,1,23,1,2,113,1,10,5,5,1980.0,1620.0,3600.0,2215.8,0.45,1800.0
V000261,C00930,2026-02-21,5,1,17,0,2,61,0,4,4,0,1420.0,0.0,1420.0,716.0,0.0,710.0
V000262,C00159,2026-02-21,5,1,21,1,2,139,1,8,3,5,920.0,1440.0,2360.0,1464.2,0.6102,1180.0
V000263,C00788,2026-02-21,5,1,22,1,3,117,0,8,6,2,1920.0,650.0,2570.0,1501.8,0.2529,856.7
V000264,C00237,2026-02-21,5,1,19,0,2,60,1,5,4,1,1320.0,280.0,1600.0,828.2,0.175,800.0
V000265,C01219,2026-02-21,5,1,18,0,1,66,0,3,1,2,420.0,680.0,1100.0,696.0,0.6182,1100.0
V000266,C00193,2026-02-21,5,1,22,1,4,103,1,14,6,8,1940.0,2330.0,4270.0,2647.4,0.5457,1067.5
V000267,C00447,2026-02-21,5,1,18,0,2,59,0,5,4,1,1280.0,280.0,1560.0,940.4,0.1795,780.0
V000268,C00048,2026-02-21,5,1,21,1,2,75,1,8,5,3,1420.0,910.0,2330.0,1482.6,0.3906,1165.0
V000269,C00215,2026-02-21,5,1,18,0,4,111,1,12,4,8,1560.0,2230.0,3790.0,2179.4,0.5884,947.5
V000270,C00856,2026-02-21,5,1,23,1,2,112,0,4,2,2,640.0,620.0,1260.0,755.4,0.4921,630.0
V000271,C00144,2026-02-21,5,1,20,0,5,70,1,10,9,1,2940.0,280.0,3220.0,1721.8,0.087,644.0
V000272,C00715,2026-02-21,5,1,22,1,3,115,0,12,5,7,1140.0,2120.0,3260.0,2127.2,0.6503,1086.7
V000273,C00038,2026-02-21,5,1,20,0,2,65,1,7,5,2,1660.0,440.0,2100.0,1207.6,0.2095,1050.0
V000274,C00310,2026-02-22,6,0,21,1,4,139,0,18,7,11,2620.0,3340.0,5960.0,3710.0,0.5604,1490.0
V000275,C00805,2026-02-22,6,0,22,1,3,150,0,10,5,5,1620.0,1420.0,3040.0,1898.4,0.4671,1013.3
V000276,C00507,2026-02-22,6,0,18,0,4,166,0,7,3,4,1060.0,1340.0,2400.0,1527.6,0.5583,600.0
V000277,C00034,2026-02-22,6,0,19,0,3,80,1,5,3,2,1680.0,540.0,2220.0,1033.6,0.2432,740.0
V000278,C00801,2026-02-22,6,0,18,0,2,88,0,5,5,0,1640.0,0.0,1640.0,968.0,0.0,820.0
V000279,C00841,2026-02-22,6,0,22,1,1,92,0,5,4,1,900.0,340.0,1240.0,866.0,0.2742,1240.0
V000280,C00160,2026-02-22,6,0,22,1,3,71,1,6,1,5,380.0,1360.0,1740.0,1004.8,0.7816,580.0
V000281,C00947,2026-02-22,6,0,20,0,3,52,0,6,4,2,1380.0,600.0,1980.0,1133.8,0.303,660.0
V000282,C00012,2026-02-22,6,0,20,0,3,100,1,8,4,4,1780.0,1260.0,3040.0,1676.6,0.4145,1013.3
V000283,C00003,2026-02-22,6,0,19,0,4,62,1,17,8,9,3340.0,2420.0,5760.0,3271.4,0.4201,1440.0
V000284,C00825,2026-02-22,6,0,18,0,1,53,0,4,3,1,880.0,280.0,1160.0,688.0,0.2414,1160.0
V000285,C00249,2026-02-22,6,0,19,0,2,122,1,9,5,4,1940.0,1020.0,2960.0,1724.0,0.3446,1480.0
V000286,C00513,2026-02-22,6,0,17,0,1,63,0,4,4,0,1080.0,0.0,1080.0,631.8,0.0,1080.0
V000287,C00351,2026-02-22,6,0,19,0,2,75,0,3,3,0,1040.0,0.0,1040.0,568.6,0.0,520.0
V000288,C00984,2026-02-22,6,0,23,1,2,106,0,4,3,1,980.0,300.0,1280.0,731.0,0.2344,640.0
V000289,C00925,2026-02-22,6,0,24,1,2,83,0,6,3,3,820.0,990.0,1810.0,1209.8,0.547,905.0
V000290,C00990,2026-02-24,1,0,24,1,2,104,0,4,2,2,640.0,700.0,1340.0,776.2,0.5224,670.0
V000291,C00275,2026-02-24,1,0,21,1,2,114,0,5,3,2,840.0,600.0,1440.0,779.2,0.4167,720.0
V000292,C00961,2026-02-24,1,0,21,1,3,109,0,6,6,0,2300.0,0.0,2300.0,1258.8,0.0,766.7
V000293,C00482,2026-02-24,1,0,23,1,2,126,0,9,4,5,1140.0,1580.0,2720.0,1783.2,0.5809,1360.0
V000294,C01114,2026-02-24,1,0,22,1,3,109,0,8,2,6,640.0,1770.0,2410.0,1530.0,0.7344,803.3
V000295,C00008,2026-02-24,1,0,22,1,2,112,1,6,3,3,1380.0,980.0,2360.0,1346.8,0.4153,1180.0
V000296,C00118,2026-02-24,1,0,23,1,2,109,1,6,4,2,1800.0,520.0,2320.0,1250.2,0.2241,1160.0
V000297,C00935,2026-02-24,1,0,20,0,4,81,0,10,8,2,3060.0,540.0,3600.0,1881.2,0.15,900.0
V000298,C00018,2026-02-24,1,0,20,0,2,102,1,6,5,1,1940.0,300.0,2240.0,1089.6,0.1339,1120.0
V000299,C00875,2026-02-24,1,0,20,0,6,67,0,17,12,5,4580.0,1590.0,6170.0,3453.8,0.2577,1028.3
V000300,C00918,2026-02-25,2,0,20,0,4,134,0,9,5,4,1880.0,1170.0,3050.0,1769.2,0.3836,762.5
V000301,C00576,2026-02-25,2,0,21,1,6,109,0,17,9,8,3040.0,2280.0,5320.0,3213.0,0.4286,886.7
V000302,C00203,2026-02-25,2,0,19,0,4,92,1,10,5,5,2360.0,1340.0,3700.0,1819.0,0.3622,925.0
V000303,C00796,2026-02-26,3,0,19,0,1,60,0,1,1,0,460.0,0.0,460.0,193.2,0.0,460.0
V000304,C01020,2026-02-26,3,0,23,1,2,74,0,4,2,2,560.0,600.0,1160.0,662.2,0.5172,580.0
V000305,C00387,2026-02-26,3,0,23,1,2,96,0,10,8,2,2380.0,590.0,2970.0,1858.6,0.1987,1485.0
V000306,C01264,2026-02-26,3,0,20,0,4,102,0,11,7,4,2380.0,1100.0,3480.0,1990.6,0.3161,870.0
V000307,C01251,2026-02-26,3,0,23,1,3,75,0,5,1,4,520.0,1180.0,1700.0,906.0,0.6941,566.7
V000308,C00484,2026-02-26,3,0,19,0,3,89,0,5,3,2,1360.0,650.0,2010.0,1029.2,0.3234,670.0
V000309,C00340,2026-02-26,3,0,22,1,2,140,0,4,2,2,640.0,600.0,1240.0,733.2,0.4839,620.0
V000310,C00565,2026-02-26,3,0,24,1,3,86,0,8,2,6,680.0,1810.0,2490.0,1566.8,0.7269,830.0
V000311,C00034,2026-02-26,3,0,23,1,2,99,1,8,1,7,880.0,2160.0,3040.0,1813.8,0.7105,1520.0
V000312,C00202,2026-02-26,3,0,19,0,2,75,1,6,4,2,2360.0,670.0,3030.0,1475.0,0.2211,1515.0
V000313,C00222,2026-02-26,3,0,17,0,2,86,1,5,4,1,1120.0,280.0,1400.0,836.2,0.2,700.0
V000314,C00157,2026-02-27,4,1,20,0,4,120,1,9,3,6,1280.0,1720.0,3000.0,1591.4,0.5733,750.0
V000315,C00370,2026-02-27,4,1,22,1,2,77,0,5,1,4,480.0,1390.0,1870.0,1198.8,0.7433,935.0
V000316,C01279,2026-02-27,4,1,19,0,5,114,0,13,9,4,3400.0,1060.0,4460.0,2327.0,0.2377,892.0
V000317,C01105,2026-02-27,4,1,23,1,2,119,0,8,3,5,1100.0,1600.0,2700.0,1672.2,0.5926,1350.0
V000318,C01194,2026-02-27,4,1,19,0,3,88,0,11,7,4,2900.0,1160.0,4060.0,2276.8,0.2857,1353.3
V000319,C00914,2026-02-27,4,1,22,1,2,138,0,6,2,4,1060.0,1120.0,2180.0,1191.4,0.5138,1090.0
V000320,C00071,2026-02-27,4,1,23,1,2,144,1,10,4,6,1240.0,1860.0,3100.0,2053.0,0.6,1550.0
V000321,C00815,2026-02-27,4,1,20,0,4,96,0,14,7,7,2560.0,2020.0,4580.0,2593.8,0.441,1145.0
V000322,C00770,2026-02-27,4,1,24,1,2,78,0,5,2,3,700.0,860.0,1560.0,912.4,0.5513,780.0
V000323,C00820,2026-02-27,4,1,21,1,6,139,0,19,6,13,2440.0,3890.0,6330.0,3763.2,0.6145,1055.0
V000324,C00242,2026-02-27,4,1,19,0,2,77,1,7,3,4,1140.0,1340.0,2480.0,1480.2,0.5403,1240.0
V000325,C00901,2026-02-27,4,1,19,0,2,35,0,8,5,3,1700.0,860.0,2560.0,1420.8,0.3359,1280.0
V000326,C00202,2026-02-27,4,1,23,1,2,108,1,10,4,6,1420.0,1730.0,3150.0,1896.4,0.5492,1575.0
V000327,C01265,2026-02-27,4,1,21,1,2,93,0,7,4,3,1260.0,800.0,2060.0,1236.6,0.3883,1030.0
V000328,C01144,2026-02-27,4,1,18,0,3,90,0,10,5,5,1680.0,1440.0,3120.0,1753.0,0.4615,1040.0
V000329,C00408,2026-02-27,4,1,19,0,5,107,0,11,11,0,3640.0,0.0,3640.0,2000.4,0.0,728.0
V000330,C01324,2026-02-27,4,1,22,1,2,119,0,4,1,3,420.0,1000.0,1420.0,943.0,0.7042,710.0
V000331,C00123,2026-02-27,4,1,23,1,1,62,1,4,1,3,280.0,820.0,1100.0,704.4,0.7455,1100.0
V000332,C00682,2026-02-27,4,1,19,0,2,74,0,4,3,1,900.0,280.0,1180.0,634.0,0.2373,590.0
V000333,C00405,2026-02-27,4,1,17,0,2,51,0,6,6,0,2460.0,0.0,2460.0,1277.4,0.0,1230.0
V000334,C00768,2026-02-28,5,1,18,0,6,134,0,15,10,5,4360.0,1430.0,5790.0,2970.4,0.247,965.0
V000335,C00883,2026-02-28,5,1,19,0,2,82,0,10,7,3,2180.0,740.0,2920.0,1769.4,0.2534,1460.0
V000336,C00769,2026-02-28,5,1,21,1,2,91,0,6,3,3,940.0,860.0,1800.0,1150.6,0.4778,900.0
V000337,C00873,2026-02-28,5,1,22,1,4,136,0,10,5,5,2740.0,1390.0,4130.0,2243.4,0.3366,1032.5
V000338,C00226,2026-02-28,5,1,24,1,4,103,1,12,3,9,1600.0,2680.0,4280.0,2429.8,0.6262,1070.0
V000339,C00825,2026-02-28,5,1,22,1,2,68,0,6,5,1,1900.0,280.0,2180.0,1166.8,0.1284,1090.0
V000340,C00373,2026-02-28,5,1,19,0,2,123,0,7,4,3,1460.0,940.0,2400.0,1491.2,0.3917,1200.0
V000341,C00585,2026-02-28,5,1,22,1,2,90,0,3,2,1,840.0,380.0,1220.0,725.2,0.3115,610.0
V000342,C00436,2026-02-28,5,1,22,1,2,97,0,11,7,4,1820.0,1280.0,3100.0,2011.8,0.4129,1550.0
V000343,C00035,2026-02-28,5,1,21,1,2,130,1,9,4,5,1200.0,1470.0,2670.0,1721.6,0.5506,1335.0
V000344,C00295,2026-02-28,5,1,19,0,2,163,0,7,2,5,1060.0,1610.0,2670.0,1562.2,0.603,1335.0
V000345,C00408,2026-02-28,5,1,21,1,2,97,0,4,2,2,640.0,640.0,1280.0,727.0,0.5,640.0
V000346,C00440,2026-02-28,5,1,24,1,2,111,0,6,2,4,760.0,1180.0,1940.0,1185.4,0.6082,970.0
V000347,C00016,2026-02-28,5,1,21,1,4,107,1,8,4,4,1320.0,1080.0,2400.0,1324.2,0.45,600.0
V000348,C01193,2026-02-28,5,1,23,1,2,77,0,6,3,3,1080.0,840.0,1920.0,1135.8,0.4375,960.0
V000349,C01033,2026-02-28,5,1,21,1,4,165,0,13,3,10,1240.0,3190.0,4430.0,2823.8,0.7201,1107.5
V000350,C01062,2026-02-28,5,1,19,0,2,92,0,4,4,0,1480.0,0.0,1480.0,783.4,0.0,740.0
V000351,C00154,2026-02-28,5,1,23,1,4,123,1,15,5,10,2220.0,2980.0,5200.0,3167.8,0.5731,1300.0
V000352,C00473,2026-02-28,5,1,20,0,3,35,0,8,7,1,2760.0,380.0,3140.0,1681.0,0.121,1046.7
V000353,C00154,2026-03-01,6,0,20,0,2,51,1,4,4,0,1220.0,0.0,1220.0,647.4,0.0,610.0
V000354,C00692,2026-03-01,6,0,19,0,6,119,0,19,10,9,3520.0,2630.0,6150.0,3612.0,0.4276,1025.0
V000355,C01329,2026-03-01,6,0,23,1,1,98,0,2,1,1,380.0,280.0,660.0,417.8,0.4242,660.0
V000356,C01266,2026-03-01,6,0,21,1,2,172,0,10,4,6,1220.0,1850.0,3070.0,2003.2,0.6026,1535.0
V000357,C00587,2026-03-01,6,0,21,1,4,141,0,11,3,8,1620.0,2600.0,4220.0,2445.4,0.6161,1055.0
V000358,C00685,2026-03-01,6,0,19,0,4,103,0,10,6,4,2020.0,1180.0,3200.0,1760.6,0.3688,800.0
V000359,C00492,2026-03-01,6,0,20,0,3,84,0,8,7,1,2840.0,260.0,3100.0,1572.4,0.0839,1033.3
V000360,C00711,2026-03-01,6,0,19,0,2,57,0,3,2,1,940.0,350.0,1290.0,651.2,0.2713,645.0
V000361,C00731,2026-03-01,6,0,20,0,2,38,0,6,5,1,1740.0,280.0,2020.0,1127.2,0.1386,1010.0
V000362,C01296,2026-03-01,6,0,23,1,1,100,0,3,2,1,540.0,320.0,860.0,546.2,0.3721,860.0
V000363,C00544,2026-03-01,6,0,22,1,2,119,0,12,6,6,1820.0,1960.0,3780.0,2496.6,0.5185,1890.0
V000364,C00274,2026-03-01,6,0,22,1,2,128,0,6,2,4,540.0,1060.0,1600.0,1012.2,0.6625,800.0
V000365,C01333,2026-03-01,6,0,24,1,2,124,0,6,2,4,680.0,1290.0,1970.0,1186.2,0.6548,985.0
V000366,C00185,2026-03-01,6,0,22,1,2,119,1,9,3,6,1080.0,1840.0,2920.0,1855.6,0.6301,1460.0
V000367,C00024,2026-03-01,6,0,21,1,3,146,1,13,5,8,1700.0,2340.0,4040.0,2402.6,0.5792,1346.7
V000368,C00004,2026-03-01,6,0,19,0,3,69,1,7,3,4,1220.0,1150.0,2370.0,1340.4,0.4852,790.0
V000369,C00506,2026-03-01,6,0,22,1,2,86,0,4,2,2,1060.0,580.0,1640.0,830.4,0.3537,820.0
V000370,C01299,2026-03-01,6,0,21,1,6,113,0,16,5,11,1380.0,3040.0,4420.0,2735.8,0.6878,736.7
V000371,C00161,2026-03-01,6,0,19,0,5,103,1,15,8,7,4320.0,2250.0,6570.0,3462.6,0.3425,1314.0
V000372,C01305,2026-03-03,1,0,20,0,2,68,0,7,6,1,1860.0,350.0,2210.0,1288.2,0.1584,1105.0
V000373,C00416,2026-03-03,1,0,20,0,2,100,0,9,3,6,1240.0,1780.0,3020.0,1714.6,0.5894,1510.0
V000374,C01293,2026-03-03,1,0,20,0,2,133,0,7,5,2,1700.0,640.0,2340.0,1361.0,0.2735,1170.0
V000375,C00110,2026-03-03,1,0,22,1,2,116,1,10,5,5,1220.0,1400.0,2620.0,1661.4,0.5344,1310.0
V000376,C00099,2026-03-03,1,0,24,1,2,113,1,6,3,3,1380.0,860.0,2240.0,1256.8,0.3839,1120.0
V000377,C00046,2026-03-03,1,0,20,0,2,43,1,3,2,1,1160.0,280.0,1440.0,674.8,0.1944,720.0
V000378,C00484,2026-03-03,1,0,19,0,4,35,0,8,7,1,2000.0,240.0,2240.0,1266.0,0.1071,560.0
V000379,C01226,2026-03-03,1,0,22,1,2,79,0,8,3,5,1020.0,1590.0,2610.0,1618.0,0.6092,1305.0
V000380,C00091,2026-03-03,1,0,21,1,3,110,1,9,2,7,560.0,2060.0,2620.0,1700.8,0.7863,873.3
V000381,C01015,2026-03-04,2,0,21,1,2,105,0,7,3,4,1060.0,1190.0,2250.0,1460.2,0.5289,1125.0
V000382,C01246,2026-03-04,2,0,20,0,3,82,0,4,2,2,980.0,590.0,1570.0,793.6,0.3758,523.3
V000383,C01169,2026-03-04,2,0,24,1,2,130,0,6,1,5,420.0,1450.0,1870.0,1185.0,0.7754,935.0
V000384,C00519,2026-03-04,2,0,19,0,5,75,0,8,7,1,2700.0,350.0,3050.0,1653.2,0.1148,610.0
V000385,C00926,2026-03-04,2,0,18,0,2,81,0,4,4,0,1620.0,0.0,1620.0,834.0,0.0,810.0
V000386,C00666,2026-03-04,2,0,22,1,4,133,0,14,4,10,1900.0,2940.0,4840.0,2825.2,0.6074,1210.0
V000387,C00155,2026-03-04,2,0,19,0,4,95,1,11,6,5,2860.0,1590.0,4450.0,2487.2,0.3573,1112.5
V000388,C00592,2026-03-04,2,0,21,1,3,133,0,6,1,5,520.0,1580.0,2100.0,1292.2,0.7524,700.0
V000389,C00422,2026-03-04,2,0,17,0,1,77,0,2,1,1,420.0,240.0,660.0,325.8,0.3636,660.0
V000390,C00733,2026-03-04,2,0,18,0,2,63,0,3,3,0,1680.0,0.0,1680.0,744.0,0.0,840.0
V000391,C00545,2026-03-04,2,0,20,0,3,70,0,9,6,3,2000.0,940.0,2940.0,1798.0,0.3197,980.0
V000392,C01048,2026-03-04,2,0,22,1,1,117,0,5,3,2,940.0,600.0,1540.0,989.6,0.3896,1540.0
V000393,C00079,2026-03-05,3,0,20,0,3,104,1,11,6,5,2000.0,1380.0,3380.0,1926.4,0.4083,1126.7
V000394,C01003,2026-03-05,3,0,22,1,4,132,0,9,3,6,880.0,1600.0,2480.0,1410.4,0.6452,620.0
V000395,C01012,2026-03-05,3,0,21,1,2,103,0,7,4,3,1400.0,920.0,2320.0,1443.8,0.3966,1160.0
V000396,C00395,2026-03-05,3,0,22,1,4,140,0,15,6,9,1820.0,2540.0,4360.0,2918.4,0.5826,1090.0
V000397,C01297,2026-03-05,3,0,18,0,4,117,0,8,5,3,1740.0,800.0,2540.0,1350.0,0.315,635.0
V000398,C01322,2026-03-05,3,0,19,0,2,46,0,8,8,0,2680.0,0.0,2680.0,1425.4,0.0,1340.0
V000399,C00766,2026-03-05,3,0,19,0,4,154,0,13,10,3,3640.0,900.0,4540.0,2523.6,0.1982,1135.0
V000400,C00103,2026-03-05,3,0,20,0,3,97,1,6,2,4,920.0,1140.0,2060.0,1081.2,0.5534,686.7
V000401,C01074,2026-03-05,3,0,19,0,2,82,0,4,3,1,1040.0,300.0,1340.0,711.4,0.2239,670.0
V000402,C01011,2026-03-05,3,0,23,1,2,124,0,4,3,1,1480.0,260.0,1740.0,860.0,0.1494,870.0
V000403,C00386,2026-03-05,3,0,20,0,2,83,0,4,3,1,1060.0,350.0,1410.0,819.4,0.2482,705.0
V000404,C00716,2026-03-05,3,0,21,1,2,119,0,4,2,2,760.0,560.0,1320.0,729.6,0.4242,660.0
V000405,C00351,2026-03-05,3,0,21,1,2,103,0,2,1,1,420.0,180.0,600.0,333.0,0.3,300.0
V000406,C00472,2026-03-05,3,0,22,1,2,107,0,7,4,3,1220.0,880.0,2100.0,1236.0,0.419,1050.0
V000407,C00060,2026-03-05,3,0,19,0,2,95,1,6,4,2,1200.0,560.0,1760.0,1056.4,0.3182,880.0
V000408,C00274,2026-03-05,3,0,17,0,2,68,0,6,5,1,1460.0,300.0,1760.0,1063.6,0.1705,880.0
V000409,C01083,2026-03-06,4,1,20,0,4,114,0,13,4,9,2000.0,2830.0,4830.0,2771.2,0.5859,1207.5
V000410,C00072,2026-03-06,4,1,24,1,2,105,1,6,3,3,940.0,840.0,1780.0,1092.8,0.4719,890.0
V000411,C00935,2026-03-06,4,1,21,1,2,68,0,5,4,1,1260.0,300.0,1560.0,983.6,0.1923,780.0
V000412,C00034,2026-03-06,4,1,19,0,4,92,1,14,10,4,3020.0,1200.0,4220.0,2351.4,0.2844,1055.0
V000413,C00106,2026-03-06,4,1,22,1,2,127,1,7,5,2,1540.0,600.0,2140.0,1324.4,0.2804,1070.0
V000414,C00213,2026-03-06,4,1,24,1,2,67,1,6,2,4,1260.0,1200.0,2460.0,1353.0,0.4878,1230.0
V000415,C01015,2026-03-06,4,1,19,0,2,117,0,2,2,0,860.0,0.0,860.0,359.2,0.0,430.0
V000416,C00357,2026-03-06,4,1,21,1,4,125,0,12,5,7,1520.0,1860.0,3380.0,2159.6,0.5503,845.0
V000417,C00507,2026-03-06,4,1,23,1,3,96,0,6,3,3,760.0,950.0,1710.0,1058.8,0.5556,570.0
V000418,C00037,2026-03-06,4,1,17,0,2,95,1,6,4,2,1540.0,560.0,2100.0,1271.0,0.2667,1050.0
V000419,C00671,2026-03-06,4,1,21,1,3,110,0,10,5,5,1720.0,1520.0,3240.0,2079.8,0.4691,1080.0
V000420,C00812,2026-03-06,4,1,21,1,4,78,0,5,2,3,1000.0,840.0,1840.0,910.6,0.4565,460.0
V000421,C00803,2026-03-06,4,1,21,1,4,161,0,17,3,14,940.0,4040.0,4980.0,3388.8,0.8112,1245.0
V000422,C00567,2026-03-06,4,1,18,0,3,74,0,7,5,2,1880.0,640.0,2520.0,1408.6,0.254,840.0
V000423,C01003,2026-03-06,4,1,21,1,2,139,0,3,2,1,760.0,300.0,1060.0,635.4,0.283,530.0
V000424,C00003,2026-03-06,4,1,19,0,2,92,1,6,4,2,1300.0,650.0,1950.0,1243.8,0.3333,975.0
V000425,C01317,2026-03-06,4,1,19,0,3,107,0,9,5,4,2160.0,1080.0,3240.0,1808.0,0.3333,1080.0
V000426,C00235,2026-03-06,4,1,19,0,4,127,1,12,5,7,2300.0,2390.0,4690.0,2688.4,0.5096,1172.5
V000427,C00444,2026-03-06,4,1,24,1,2,77,0,5,2,3,760.0,1040.0,1800.0,1131.6,0.5778,900.0
V000428,C01309,2026-03-06,4,1,21,1,1,98,0,7,3,4,920.0,1100.0,2020.0,1184.4,0.5446,2020.0
V000429,C00072,2026-03-07,5,1,20,0,2,87,1,6,3,3,1080.0,760.0,1840.0,1086.8,0.413,920.0
V000430,C00387,2026-03-07,5,1,17,0,4,130,0,12,6,6,2340.0,1820.0,4160.0,2348.0,0.4375,1040.0
V000431,C00785,2026-03-07,5,1,17,0,2,140,0,7,3,4,1240.0,1220.0,2460.0,1412.0,0.4959,1230.0
V000432,C00798,2026-03-07,5,1,18,0,4,112,0,7,5,2,1920.0,620.0,2540.0,1292.8,0.2441,635.0
V000433,C00474,2026-03-07,5,1,24,1,2,121,0,5,3,2,920.0,440.0,1360.0,802.0,0.3235,680.0
V000434,C00385,2026-03-07,5,1,21,1,2,84,0,5,1,4,520.0,1220.0,1740.0,1040.0,0.7011,870.0
V000435,C00424,2026-03-07,5,1,19,0,4,113,0,14,7,7,2140.0,2100.0,4240.0,2613.8,0.4953,1060.0
V000436,C01108,2026-03-07,5,1,20,0,2,35,0,5,4,1,1280.0,320.0,1600.0,934.0,0.2,800.0
V000437,C01028,2026-03-07,5,1,22,1,3,116,0,10,4,6,1380.0,1800.0,3180.0,1951.8,0.566,1060.0
V000438,C01302,2026-03-07,5,1,21,1,3,151,0,13,5,8,1440.0,2140.0,3580.0,2273.2,0.5978,1193.3
V000439,C01279,2026-03-07,5,1,20,0,2,40,0,6,5,1,1660.0,350.0,2010.0,1139.2,0.1741,1005.0
V000440,C00575,2026-03-07,5,1,21,1,3,162,0,10,6,4,1860.0,1100.0,2960.0,1684.2,0.3716,986.7
