visit_id,date,item_id,item_name,type,pairing_tag,price,profit
V000332,2026-02-27,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000332,2026-02-27,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000333,2026-02-27,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000333,2026-02-27,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000333,2026-02-27,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000333,2026-02-27,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000333,2026-02-27,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000333,2026-02-27,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000334,2026-02-28,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000334,2026-02-28,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000334,2026-02-28,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000334,2026-02-28,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000334,2026-02-28,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000334,2026-02-28,S05,松露薯條,副食,Fried,180.0,129.6
V000334,2026-02-28,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000334,2026-02-28,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000334,2026-02-28,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000334,2026-02-28,D02,焦糖烤布蕾,甜點,Dessert,160.0,107.2
V000334,2026-02-28,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000334,2026-02-28,W06,Negroni,酒水,Cheese,350.0,266.0
V000334,2026-02-28,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000334,2026-02-28,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000334,2026-02-28,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000335,2026-02-28,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000335,2026-02-28,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000335,2026-02-28,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000335,2026-02-28,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000335,2026-02-28,S05,松露薯條,副食,Fried,180.0,129.6
V000335,2026-02-28,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000335,2026-02-28,D01,提拉米蘇,甜點,Dessert,180.0,117.0
V000335,2026-02-28,W13,無酒精莫吉托,酒水,Universal,180.0,144.0
V000335,2026-02-28,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000335,2026-02-28,W08,Gin & Tonic,酒水,Universal,300.0,234.0
V000336,2026-02-28,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000336,2026-02-28,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000336,2026-02-28,S05,松露薯條,副食,Fried,180.0,129.6
V000336,2026-02-28,W09,精釀 IPA,酒水,Fried,260.0,150.8
V000336,2026-02-28,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000336,2026-02-28,W08,Gin & Tonic,酒水,Universal,300.0,234.0
V000337,2026-02-28,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000337,2026-02-28,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000337,2026-02-28,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000337,2026-02-28,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000337,2026-02-28,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000337,2026-02-28,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000337,2026-02-28,W06,Negroni,酒水,Cheese,350.0,266.0
V000337,2026-02-28,W13,無酒精莫吉托,酒水,Universal,180.0,144.0
V000337,2026-02-28,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000337,2026-02-28,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000338,2026-02-28,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000338,2026-02-28,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000338,2026-02-28,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000338,2026-02-28,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000338,2026-02-28,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000338,2026-02-28,W12,季節水果特調,酒水,Universal,340.0,261.8
V000338,2026-02-28,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000338,2026-02-28,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000338,2026-02-28,W12,季節水果特調,酒水,Universal,340.0,261.8
V000338,2026-02-28,W05,氣泡酒(杯),酒水,Fried,300.0,189.0
V000338,2026-02-28,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000338,2026-02-28,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000339,2026-02-28,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000339,2026-02-28,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000339,2026-02-28,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000339,2026-02-28,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000339,2026-02-28,D02,焦糖烤布蕾,甜點,Dessert,160.0,107.2
V000339,2026-02-28,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000340,2026-02-28,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000340,2026-02-28,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000340,2026-02-28,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000340,2026-02-28,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000340,2026-02-28,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000340,2026-02-28,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000340,2026-02-28,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000341,2026-02-28,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000341,2026-02-28,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000341,2026-02-28,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000342,2026-02-28,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000342,2026-02-28,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000342,2026-02-28,S05,松露薯條,副食,Fried,180.0,129.6
V000342,2026-02-28,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000342,2026-02-28,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000342,2026-02-28,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000342,2026-02-28,D01,提拉米蘇,甜點,Dessert,180.0,117.0
V000342,2026-02-28,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000342,2026-02-28,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000342,2026-02-28,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000342,2026-02-28,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000343,2026-02-28,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000343,2026-02-28,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000343,2026-02-28,S05,松露薯條,副食,Fried,180.0,129.6
V000343,2026-02-28,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000343,2026-02-28,W06,Negroni,酒水,Cheese,350.0,266.0
V000343,2026-02-28,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000343,2026-02-28,W09,精釀 IPA,酒水,Fried,260.0,150.8
V000343,2026-02-28,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000343,2026-02-28,W12,季節水果特調,酒水,Universal,340.0,261.8
V000344,2026-02-28,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000344,2026-02-28,D01,提拉米蘇,甜點,Dessert,180.0,117.0
V000344,2026-02-28,W06,Negroni,酒水,Cheese,350.0,266.0
V000344,2026-02-28,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000344,2026-02-28,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000344,2026-02-28,W12,季節水果特調,酒水,Universal,340.0,261.8
V000344,2026-02-28,W09,精釀 IPA,酒水,Fried,260.0,150.8
V000345,2026-02-28,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000345,2026-02-28,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000345,2026-02-28,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000345,2026-02-28,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000346,2026-02-28,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000346,2026-02-28,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000346,2026-02-28,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000346,2026-02-28,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000346,2026-02-28,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000346,2026-02-28,W05,氣泡酒(杯),酒水,Fried,300.0,189.0
V000347,2026-02-28,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000347,2026-02-28,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000347,2026-02-28,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000347,2026-02-28,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000347,2026-02-28,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000347,2026-02-28,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000347,2026-02-28,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000347,2026-02-28,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000348,2026-02-28,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000348,2026-02-28,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000348,2026-02-28,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000348,2026-02-28,W05,氣泡酒(杯),酒水,Fried,300.0,189.0
V000348,2026-02-28,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000348,2026-02-28,W08,Gin & Tonic,酒水,Universal,300.0,234.0
V000349,2026-02-28,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000349,2026-02-28,S05,松露薯條,副食,Fried,180.0,129.6
V000349,2026-02-28,D01,提拉米蘇,甜點,Dessert,180.0,117.0
V000349,2026-02-28,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000349,2026-02-28,W06,Negroni,酒水,Cheese,350.0,266.0
V000349,2026-02-28,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000349,2026-02-28,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000349,2026-02-28,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000349,2026-02-28,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000349,2026-02-28,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000349,2026-02-28,W12,季節水果特調,酒水,Universal,340.0,261.8
V000349,2026-02-28,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000349,2026-02-28,W12,季節水果特調,酒水,Universal,340.0,261.8
V000350,2026-02-28,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000350,2026-02-28,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000350,2026-02-28,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000350,2026-02-28,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000351,2026-02-28,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000351,2026-02-28,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000351,2026-02-28,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000351,2026-02-28,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000351,2026-02-28,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000351,2026-02-28,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000351,2026-02-28,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000351,2026-02-28,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000351,2026-02-28,W05,氣泡酒(杯),酒水,Fried,300.0,189.0
V000351,2026-02-28,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000351,2026-02-28,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000351,2026-02-28,W06,Negroni,酒水,Cheese,350.0,266.0
V000351,2026-02-28,W12,季節水果特調,酒水,Universal,340.0,261.8
V000351,2026-02-28,W06,Negroni,酒水,Cheese,350.0,266.0
V000351,2026-02-28,W09,精釀 IPA,酒水,Fried,260.0,150.8
V000352,2026-02-28,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000352,2026-02-28,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000352,2026-02-28,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000352,2026-02-28,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000352,2026-02-28,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000352,2026-02-28,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000352,2026-02-28,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000352,2026-02-28,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000353,2026-03-01,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000353,2026-03-01,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000353,2026-03-01,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000353,2026-03-01,D01,提拉米蘇,甜點,Dessert,180.0,117.0
V000354,2026-03-01,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000354,2026-03-01,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000354,2026-03-01,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000354,2026-03-01,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000354,2026-03-01,S05,松露薯條,副食,Fried,180.0,129.6
V000354,2026-03-01,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000354,2026-03-01,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000354,2026-03-01,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000354,2026-03-01,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000354,2026-03-01,S05,松露薯條,副食,Fried,180.0,129.6
V000354,2026-03-01,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000354,2026-03-01,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000354,2026-03-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000354,2026-03-01,W08,Gin & Tonic,酒水,Universal,300.0,234.0
V000354,2026-03-01,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000354,2026-03-01,W13,無酒精莫吉托,酒水,Universal,180.0,144.0
V000354,2026-03-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000354,2026-03-01,W06,Negroni,酒水,Cheese,350.0,266.0
V000354,2026-03-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000355,2026-03-01,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000355,2026-03-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000356,2026-03-01,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000356,2026-03-01,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000356,2026-03-01,S05,松露薯條,副食,Fried,180.0,129.6
V000356,2026-03-01,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000356,2026-03-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000356,2026-03-01,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000356,2026-03-01,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000356,2026-03-01,W12,季節水果特調,酒水,Universal,340.0,261.8
V000356,2026-03-01,W09,精釀 IPA,酒水,Fried,260.0,150.8
V000356,2026-03-01,W06,Negroni,酒水,Cheese,350.0,266.0
V000357,2026-03-01,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000357,2026-03-01,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000357,2026-03-01,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000357,2026-03-01,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000357,2026-03-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000357,2026-03-01,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000357,2026-03-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000357,2026-03-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000357,2026-03-01,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000357,2026-03-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000357,2026-03-01,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000358,2026-03-01,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000358,2026-03-01,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000358,2026-03-01,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000358,2026-03-01,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000358,2026-03-01,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000358,2026-03-01,S05,松露薯條,副食,Fried,180.0,129.6
V000358,2026-03-01,W12,季節水果特調,酒水,Universal,340.0,261.8
V000358,2026-03-01,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000358,2026-03-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000358,2026-03-01,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000359,2026-03-01,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000359,2026-03-01,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000359,2026-03-01,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000359,2026-03-01,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000359,2026-03-01,S05,松露薯條,副食,Fried,180.0,129.6
V000359,2026-03-01,S05,松露薯條,副食,Fried,180.0,129.6
V000359,2026-03-01,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000359,2026-03-01,W09,精釀 IPA,酒水,Fried,260.0,150.8
V000360,2026-03-01,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000360,2026-03-01,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000360,2026-03-01,W06,Negroni,酒水,Cheese,350.0,266.0
V000361,2026-03-01,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000361,2026-03-01,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000361,2026-03-01,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000361,2026-03-01,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000361,2026-03-01,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000361,2026-03-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000362,2026-03-01,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000362,2026-03-01,D02,焦糖烤布蕾,甜點,Dessert,160.0,107.2
V000362,2026-03-01,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000363,2026-03-01,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000363,2026-03-01,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000363,2026-03-01,S05,松露薯條,副食,Fried,180.0,129.6
V000363,2026-03-01,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000363,2026-03-01,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000363,2026-03-01,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000363,2026-03-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000363,2026-03-01,W06,Negroni,酒水,Cheese,350.0,266.0
V000363,2026-03-01,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000363,2026-03-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000363,2026-03-01,W06,Negroni,酒水,Cheese,350.0,266.0
V000363,2026-03-01,W05,氣泡酒(杯),酒水,Fried,300.0,189.0
V000364,2026-03-01,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000364,2026-03-01,D02,焦糖烤布蕾,甜點,Dessert,160.0,107.2
V000364,2026-03-01,W08,Gin & Tonic,酒水,Universal,300.0,234.0
V000364,2026-03-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000364,2026-03-01,W13,無酒精莫吉托,酒水,Universal,180.0,144.0
V000364,2026-03-01,W05,氣泡酒(杯),酒水,Fried,300.0,189.0
V000365,2026-03-01,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000365,2026-03-01,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000365,2026-03-01,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000365,2026-03-01,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000365,2026-03-01,W06,Negroni,酒水,Cheese,350.0,266.0
V000365,2026-03-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000366,2026-03-01,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000366,2026-03-01,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000366,2026-03-01,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000366,2026-03-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000366,2026-03-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000366,2026-03-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000366,2026-03-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000366,2026-03-01,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000366,2026-03-01,W09,精釀 IPA,酒水,Fried,260.0,150.8
V000367,2026-03-01,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000367,2026-03-01,S05,松露薯條,副食,Fried,180.0,129.6
V000367,2026-03-01,S05,松露薯條,副食,Fried,180.0,129.6
V000367,2026-03-01,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000367,2026-03-01,D01,提拉米蘇,甜點,Dessert,180.0,117.0
V000367,2026-03-01,W05,氣泡酒(杯),酒水,Fried,300.0,189.0
V000367,2026-03-01,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000367,2026-03-01,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000367,2026-03-01,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000367,2026-03-01,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000367,2026-03-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000367,2026-03-01,W09,精釀 IPA,酒水,Fried,260.0,150.8
V000367,2026-03-01,W08,Gin & Tonic,酒水,Universal,300.0,234.0
V000368,2026-03-01,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000368,2026-03-01,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000368,2026-03-01,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000368,2026-03-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000368,2026-03-01,W06,Negroni,酒水,Cheese,350.0,266.0
V000368,2026-03-01,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000368,2026-03-01,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000369,2026-03-01,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000369,2026-03-01,S05,松露薯條,副食,Fried,180.0,129.6
V000369,2026-03-01,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000369,2026-03-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000370,2026-03-01,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000370,2026-03-01,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000370,2026-03-01,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000370,2026-03-01,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000370,2026-03-01,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000370,2026-03-01,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000370,2026-03-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000370,2026-03-01,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000370,2026-03-01,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000370,2026-03-01,W08,Gin & Tonic,酒水,Universal,300.0,234.0
V000370,2026-03-01,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000370,2026-03-01,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000370,2026-03-01,W08,Gin & Tonic,酒水,Universal,300.0,234.0
V000370,2026-03-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000370,2026-03-01,W12,季節水果特調,酒水,Universal,340.0,261.8
V000370,2026-03-01,W09,精釀 IPA,酒水,Fried,260.0,150.8
V000371,2026-03-01,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000371,2026-03-01,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000371,2026-03-01,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000371,2026-03-01,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000371,2026-03-01,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000371,2026-03-01,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000371,2026-03-01,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000371,2026-03-01,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000371,2026-03-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000371,2026-03-01,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000371,2026-03-01,W06,Negroni,酒水,Cheese,350.0,266.0
V000371,2026-03-01,W08,Gin & Tonic,酒水,Universal,300.0,234.0
V000371,2026-03-01,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000371,2026-03-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000371,2026-03-01,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000372,2026-03-03,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000372,2026-03-03,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000372,2026-03-03,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000372,2026-03-03,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000372,2026-03-03,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
